participant,jatosid,prolificid,condition,aihuman,matrixnumber,matrixtype,togetheropposed,statvar,answer,finalanswer,rt
351,459940,65dba49791cb7174c954760e,NotOriginal AI StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,AI,1,1,2,1,0,0,10598.900000095367
351,459940,65dba49791cb7174c954760e,NotOriginal AI StatVarL Matrix6 FAVvsP Together MoreCongruent,AI,6,3,1,1,4,4,7268.799999713898
351,459940,65dba49791cb7174c954760e,Original AI StatVarL Matrix2 FAVvsMJP Together LessCongruent,AI,2,1,1,1,11,11,7998.700000286102
351,459940,65dba49791cb7174c954760e,Original AI StatVarR Matrix6 FAVvsP Together LessCongruent,AI,6,3,1,2,9,3,15348.400000095367
351,459940,65dba49791cb7174c954760e,NotOriginal AI StatVarR Matrix3 MDvsMIP/MJP Opposed MoreCongruent,AI,3,2,2,2,3,9,8815.099999904633
352,459941,6512fb39420259cf7a9b868d,NotOriginal AI StatVarR Matrix3 MDvsMIP/MJP Opposed MoreCongruent,AI,3,2,2,2,12,0,8792.299999713898
352,459941,6512fb39420259cf7a9b868d,Original AI StatVarL Matrix5 FAVvsP Opposed LessCongruent,AI,5,3,2,1,12,12,5483.799999713898
352,459941,6512fb39420259cf7a9b868d,Original AI StatVarL Matrix2 FAVvsMJP Together MoreCongruent,AI,2,1,1,1,0,0,4829.700000286102
352,459941,6512fb39420259cf7a9b868d,NotOriginal AI StatVarR Matrix2 FAVvsMJP Together MoreCongruent,AI,2,1,1,2,12,0,4122.599999904633
352,459941,6512fb39420259cf7a9b868d,Original AI StatVarL Matrix3 MDvsMIP/MJP Opposed MoreCongruent,AI,3,2,2,1,0,0,4423.699999809265
352,459941,6512fb39420259cf7a9b868d,Original AI StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,AI,4,2,1,2,12,0,5127.799999713898
352,459941,6512fb39420259cf7a9b868d,Original AI StatVarR Matrix6 FAVvsP Together LessCongruent,AI,6,3,1,2,12,0,2852.300000190735
352,459941,6512fb39420259cf7a9b868d,NotOriginal AI StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,AI,4,2,1,1,0,0,2067.4000000953674
352,459941,6512fb39420259cf7a9b868d,NotOriginal AI StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,AI,1,1,2,1,12,12,3213.800000190735
352,459941,6512fb39420259cf7a9b868d,Original AI StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,AI,1,1,2,2,0,12,3571.2999997138977
352,459941,6512fb39420259cf7a9b868d,NotOriginal AI StatVarR Matrix5 FAVvsP Opposed MoreCongruent,AI,5,3,2,2,0,12,2495.7999997138977
352,459941,6512fb39420259cf7a9b868d,NotOriginal AI StatVarL Matrix6 FAVvsP Together MoreCongruent,AI,6,3,1,1,0,0,2418.0
353,459945,5f0df709c887690e5bede0ec,NotOriginal AI StatVarR Matrix3 MDvsMIP/MJP Opposed MoreCongruent,AI,3,2,2,2,12,0,23558.599999964237
353,459945,5f0df709c887690e5bede0ec,Original AI StatVarR Matrix6 FAVvsP Together MoreCongruent,AI,6,3,1,2,12,0,10186.300000011921
353,459945,5f0df709c887690e5bede0ec,Original AI StatVarR Matrix1 FAVvsMJP Opposed MoreCongruent,AI,1,1,2,2,2,10,19419.5
353,459945,5f0df709c887690e5bede0ec,NotOriginal AI StatVarR Matrix2 FAVvsMJP Together MoreCongruent,AI,2,1,1,2,12,0,8626.199999988079
353,459945,5f0df709c887690e5bede0ec,Original AI StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,AI,3,2,2,1,6,6,12643.800000011921
353,459945,5f0df709c887690e5bede0ec,Original AI StatVarR Matrix4 MDvsMIP/MJP Together MoreCongruent,AI,4,2,1,2,12,0,9108.099999964237
353,459945,5f0df709c887690e5bede0ec,NotOriginal AI StatVarR Matrix5 FAVvsP Opposed MoreCongruent,AI,5,3,2,2,0,12,8862.5
353,459945,5f0df709c887690e5bede0ec,NotOriginal AI StatVarL Matrix6 FAVvsP Together MoreCongruent,AI,6,3,1,1,0,0,10841.100000023842
353,459945,5f0df709c887690e5bede0ec,Original AI StatVarL Matrix2 FAVvsMJP Together MoreCongruent,AI,2,1,1,1,0,0,7485.400000035763
353,459945,5f0df709c887690e5bede0ec,NotOriginal AI StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,AI,4,2,1,1,0,0,6455.300000011921
353,459945,5f0df709c887690e5bede0ec,Original AI StatVarL Matrix5 FAVvsP Opposed LessCongruent,AI,5,3,2,1,10,10,19548.599999964237
353,459945,5f0df709c887690e5bede0ec,NotOriginal AI StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,AI,1,1,2,1,12,12,9024.899999976158
354,459963,65cea6ad9ea5e82db580e2e8,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,3,3,16557.399999976158
354,459963,65cea6ad9ea5e82db580e2e8,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,2,2,10392.800000071526
354,459963,65cea6ad9ea5e82db580e2e8,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,5,7,13078.400000095367
354,459963,65cea6ad9ea5e82db580e2e8,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,4,4,4693.299999952316
354,459963,65cea6ad9ea5e82db580e2e8,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,7,7,6051.399999976158
354,459963,65cea6ad9ea5e82db580e2e8,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,10,2,7573.300000071526
354,459963,65cea6ad9ea5e82db580e2e8,Original Human StatVarR Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,2,7,5,21147.799999952316
354,459963,65cea6ad9ea5e82db580e2e8,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,7,5,5158.400000095367
354,459963,65cea6ad9ea5e82db580e2e8,Original Human StatVarR Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,2,12,0,7310.899999976158
354,459963,65cea6ad9ea5e82db580e2e8,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,0,0,4025.100000023842
354,459963,65cea6ad9ea5e82db580e2e8,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,0,0,4678.399999976158
354,459963,65cea6ad9ea5e82db580e2e8,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,12,0,5443.399999976158
355,459968,65a1f086ff22f2a843562fcd,Original Human StatVarR Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,2,12,0,21108.699999999255
355,459968,65a1f086ff22f2a843562fcd,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,1,4,4,22829.5
355,459968,65a1f086ff22f2a843562fcd,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,6,6,19839.200000001118
355,459968,65a1f086ff22f2a843562fcd,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,12,0,14949.0
355,459968,65a1f086ff22f2a843562fcd,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,10,2,24612.700000001118
355,459968,65a1f086ff22f2a843562fcd,Original Human StatVarL Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,1,5,5,15953.900000000373
355,459968,65a1f086ff22f2a843562fcd,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,0,12,10002.5
355,459968,65a1f086ff22f2a843562fcd,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,9,3,9012.0
355,459968,65a1f086ff22f2a843562fcd,NotOriginal Human StatVarL Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,1,0,0,11275.200000001118
355,459968,65a1f086ff22f2a843562fcd,Original Human StatVarL Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,1,7,7,14746.300000000745
355,459968,65a1f086ff22f2a843562fcd,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,2,8,4,14595.200000001118
355,459968,65a1f086ff22f2a843562fcd,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,6,6,13731.5
356,459978,5d546b473bbbbe001b43719c,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,11,1,6868.100000023842
356,459978,5d546b473bbbbe001b43719c,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,4,4,6012.0
356,459978,5d546b473bbbbe001b43719c,NotOriginal Human StatVarL Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,1,0,0,7289.600000023842
356,459978,5d546b473bbbbe001b43719c,Original Human StatVarL Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,1,8,8,7509.600000023842
356,459978,5d546b473bbbbe001b43719c,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,0,12,6335.0
356,459978,5d546b473bbbbe001b43719c,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,0,0,5410.699999988079
356,459978,5d546b473bbbbe001b43719c,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,1,11,3465.099999964237
356,459978,5d546b473bbbbe001b43719c,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,5,5,3683.899999976158
356,459978,5d546b473bbbbe001b43719c,Original Human StatVarL Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,1,5,5,5979.600000023842
356,459978,5d546b473bbbbe001b43719c,Original Human StatVarR Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,2,12,0,3760.599999964237
356,459978,5d546b473bbbbe001b43719c,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,11,1,7212.100000023842
356,459978,5d546b473bbbbe001b43719c,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,11,1,3256.100000023842
357,459984,65e973622668bcd110a4b8ec,Original Human StatVarR Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,2,11,1,86264.80000001192
357,459984,65e973622668bcd110a4b8ec,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,8,8,6396.099999964237
357,459984,65e973622668bcd110a4b8ec,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,1,1,1,5081.699999988079
357,459984,65e973622668bcd110a4b8ec,Original Human StatVarL Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,1,0,0,8681.0
357,459984,65e973622668bcd110a4b8ec,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,0,0,10014.700000047684
357,459984,65e973622668bcd110a4b8ec,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,11,1,2064.0
357,459984,65e973622668bcd110a4b8ec,Original Human StatVarR Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,2,8,4,1730.0999999642372
357,459984,65e973622668bcd110a4b8ec,Original Human StatVarR Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,2,11,1,1714.800000011921
357,459984,65e973622668bcd110a4b8ec,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,1,0,0,1595.800000011921
357,459984,65e973622668bcd110a4b8ec,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,12,0,1729.800000011921
357,459984,65e973622668bcd110a4b8ec,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,2,10,2,4463.199999988079
357,459984,65e973622668bcd110a4b8ec,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,7,7,8130.0
358,459985,5b0484875e712a000179d8e6,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,2,2,13442.60000000149
358,459985,5b0484875e712a000179d8e6,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,10,2,6422.199999999255
358,459985,5b0484875e712a000179d8e6,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,8,8,4862.60000000149
358,459985,5b0484875e712a000179d8e6,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,5,7,10205.400000002235
358,459985,5b0484875e712a000179d8e6,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,12,0,8302.800000000745
358,459985,5b0484875e712a000179d8e6,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,7,7,5910.699999999255
358,459985,5b0484875e712a000179d8e6,Original Human StatVarL Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,1,3,3,6959.5
358,459985,5b0484875e712a000179d8e6,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,6,6,7438.89999999851
358,459985,5b0484875e712a000179d8e6,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,8,4,8022.39999999851
358,459985,5b0484875e712a000179d8e6,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,2,6,6,9507.199999999255
358,459985,5b0484875e712a000179d8e6,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,5,5,7549.89999999851
358,459985,5b0484875e712a000179d8e6,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,10,2,8243.300000000745
359,459988,5e34ac3b5aa70048c5b2a2f3,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,1,1,16772.400000095367
359,459988,5e34ac3b5aa70048c5b2a2f3,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,6,6,10123.699999928474
359,459988,5e34ac3b5aa70048c5b2a2f3,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,12,0,8752.800000071526
359,459988,5e34ac3b5aa70048c5b2a2f3,Original Human StatVarL Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,1,6,6,3961.1999999284744
359,459988,5e34ac3b5aa70048c5b2a2f3,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,1,0,0,7442.100000023842
359,459988,5e34ac3b5aa70048c5b2a2f3,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,6,6,5599.5
359,459988,5e34ac3b5aa70048c5b2a2f3,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,0,0,5491.200000047684
359,459988,5e34ac3b5aa70048c5b2a2f3,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,12,0,2931.0999999046326
359,459988,5e34ac3b5aa70048c5b2a2f3,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,12,0,4840.799999952316
359,459988,5e34ac3b5aa70048c5b2a2f3,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,0,0,5152.099999904633
359,459988,5e34ac3b5aa70048c5b2a2f3,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,6,6,2954.7999999523163
359,459988,5e34ac3b5aa70048c5b2a2f3,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,6,6,2203.5
360,459987,5b9577f932e6d50001c72625,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,3,3,18375.40000000596
360,459987,5b9577f932e6d50001c72625,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,8,4,7864.70000000298
360,459987,5b9577f932e6d50001c72625,Original Human StatVarR Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,2,10,2,5166.60000000149
360,459987,5b9577f932e6d50001c72625,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,10,2,3793.7000000029802
360,459987,5b9577f932e6d50001c72625,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,4,4,7275.39999999851
360,459987,5b9577f932e6d50001c72625,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,3,9,4182.5999999940395
360,459987,5b9577f932e6d50001c72625,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,9,9,3760.60000000149
360,459987,5b9577f932e6d50001c72625,NotOriginal Human StatVarL Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,1,6,6,2556.8000000044703
360,459987,5b9577f932e6d50001c72625,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,1,2,2,4731.0999999940395
360,459987,5b9577f932e6d50001c72625,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,10,2,3051.5
360,459987,5b9577f932e6d50001c72625,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,4,4,4262.39999999851
360,459987,5b9577f932e6d50001c72625,Original Human StatVarR Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,2,11,1,1782.3999999985099
361,459990,5dd4c2f2390fb648f7baf4d2,Original Human StatVarL Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,1,12,12,10696.39999999851
361,459990,5dd4c2f2390fb648f7baf4d2,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,12,0,1829.0
361,459990,5dd4c2f2390fb648f7baf4d2,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,12,0,3564.900000002235
361,459990,5dd4c2f2390fb648f7baf4d2,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,0,0,2181.800000000745
361,459990,5dd4c2f2390fb648f7baf4d2,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,0,12,2180.0
361,459990,5dd4c2f2390fb648f7baf4d2,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,1,0,0,2297.699999999255
361,459990,5dd4c2f2390fb648f7baf4d2,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,12,0,1613.5999999977648
361,459990,5dd4c2f2390fb648f7baf4d2,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,2,12,0,2528.60000000149
361,459990,5dd4c2f2390fb648f7baf4d2,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,0,12,1514.199999999255
361,459990,5dd4c2f2390fb648f7baf4d2,Original Human StatVarL Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,1,0,0,1247.699999999255
361,459990,5dd4c2f2390fb648f7baf4d2,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,0,0,2698.300000000745
361,459990,5dd4c2f2390fb648f7baf4d2,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,12,12,1797.0999999977648
362,459994,65daa6ed4909217d65de8295,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,8,4,33470.799999952316
362,459994,65daa6ed4909217d65de8295,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,1,8,8,12355.799999952316
362,459994,65daa6ed4909217d65de8295,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,0,12,17506.799999952316
362,459994,65daa6ed4909217d65de8295,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,3,3,12354.200000047684
362,459994,65daa6ed4909217d65de8295,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,1,1,1,8114.400000095367
362,459994,65daa6ed4909217d65de8295,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,6,6,9558.299999952316
362,459994,65daa6ed4909217d65de8295,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,8,4,9736.5
362,459994,65daa6ed4909217d65de8295,NotOriginal Human StatVarL Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,1,0,0,11696.600000023842
362,459994,65daa6ed4909217d65de8295,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,7,5,4817.5
362,459994,65daa6ed4909217d65de8295,Original Human StatVarR Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,2,1,11,14335.700000047684
362,459994,65daa6ed4909217d65de8295,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,3,3,4037.0999999046326
362,459994,65daa6ed4909217d65de8295,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,12,0,4451.199999928474
363,459989,65ce2d85181e9f81d1f60c85,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,5,7,85067.69999980927
363,459989,65ce2d85181e9f81d1f60c85,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,3,3,14834.100000143051
363,459989,65ce2d85181e9f81d1f60c85,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,9,3,19134.200000047684
363,459989,65ce2d85181e9f81d1f60c85,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,5,5,9779.799999952316
363,459989,65ce2d85181e9f81d1f60c85,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,5,5,14099.0
363,459989,65ce2d85181e9f81d1f60c85,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,5,5,11063.599999904633
363,459989,65ce2d85181e9f81d1f60c85,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,2,4,8,5897.5
363,459989,65ce2d85181e9f81d1f60c85,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,1,1,1,10527.900000095367
363,459989,65ce2d85181e9f81d1f60c85,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,2,10,10547.899999856949
363,459989,65ce2d85181e9f81d1f60c85,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,1,1,12814.300000190735
363,459989,65ce2d85181e9f81d1f60c85,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,9,3,11480.400000095367
363,459989,65ce2d85181e9f81d1f60c85,Original Human StatVarR Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,2,5,7,32533.89999985695
364,460001,62e12eafa1f5eeafaf30f23b,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,12,0,6579.0
364,460001,62e12eafa1f5eeafaf30f23b,Original Human StatVarR Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,2,12,0,4719.5
364,460001,62e12eafa1f5eeafaf30f23b,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,0,0,3007.6000000089407
364,460001,62e12eafa1f5eeafaf30f23b,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,0,12,2895.5
364,460001,62e12eafa1f5eeafaf30f23b,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,0,0,2200.5
364,460001,62e12eafa1f5eeafaf30f23b,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,0,12,3651.9000000059605
364,460001,62e12eafa1f5eeafaf30f23b,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,0,0,2433.0
364,460001,62e12eafa1f5eeafaf30f23b,Original Human StatVarL Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,1,12,12,2951.300000011921
364,460001,62e12eafa1f5eeafaf30f23b,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,12,0,1844.4000000059605
364,460001,62e12eafa1f5eeafaf30f23b,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,12,12,2151.5
364,460001,62e12eafa1f5eeafaf30f23b,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,12,0,2104.2000000029802
364,460001,62e12eafa1f5eeafaf30f23b,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,0,0,2259.800000011921
365,460000,650103aa888722d87b6524f2,Original Human StatVarR Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,2,0,12,12117.69999999972
365,460000,650103aa888722d87b6524f2,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,0,12,5142.5999999996275
365,460000,650103aa888722d87b6524f2,Original Human StatVarR Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,2,6,6,2430.399999999907
365,460000,650103aa888722d87b6524f2,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,2,12,0,8134.699999999721
365,460000,650103aa888722d87b6524f2,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,0,0,2374.5
365,460000,650103aa888722d87b6524f2,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,11,1,3262.399999999907
365,460000,650103aa888722d87b6524f2,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,0,0,3150.399999999907
365,460000,650103aa888722d87b6524f2,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,0,0,2590.2999999998137
365,460000,650103aa888722d87b6524f2,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,0,0,2830.5
365,460000,650103aa888722d87b6524f2,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,10,2,2518.1999999997206
365,460000,650103aa888722d87b6524f2,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,3,3,5814.399999999907
365,460000,650103aa888722d87b6524f2,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,10,10,3318.5
366,460013,608c33de68d936e51ed66971,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,0,0,22398.400000035763
